,Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Is old
1439,I,0.4,0.3,0.09,0.2815,0.1185,0.061,0.08,young
1684,F,0.62,0.48,0.18,1.2215,0.582,0.2695,0.313,old
2240,F,0.46,0.36,0.115,0.4755,0.2105,0.105,0.16,young
1558,I,0.425,0.325,0.11,0.317,0.135,0.048,0.09,young
181,M,0.57,0.48,0.18,0.9395,0.399,0.2,0.295,old
214,M,0.5,0.405,0.14,0.6155,0.241,0.1355,0.205,young
2533,F,0.625,0.49,0.155,1.33,0.6675,0.259,0.33,young
3698,M,0.65,0.51,0.175,1.155,0.4955,0.2025,0.385,old
2696,M,0.65,0.51,0.155,1.407,0.7215,0.298,0.335,young
1146,M,0.58,0.455,0.195,1.859,0.945,0.426,0.441,young
2856,F,0.655,0.515,0.155,1.309,0.524,0.346,0.385,young
358,F,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,old
2607,M,0.625,0.48,0.17,1.3555,0.671,0.268,0.3385,young
416,F,0.62,0.47,0.14,1.0325,0.3605,0.224,0.36,old
872,F,0.62,0.505,0.16,1.3725,0.6285,0.275,0.3685,young
3726,M,0.495,0.375,0.155,0.976,0.45,0.2285,0.2475,young
1602,I,0.54,0.43,0.17,0.836,0.3725,0.1815,0.24,young
3722,M,0.43,0.31,0.13,0.6485,0.2735,0.163,0.184,young
3356,I,0.435,0.34,0.11,0.407,0.1685,0.073,0.13,young
596,I,0.575,0.455,0.18,0.8525,0.3015,0.1825,0.3,old
3820,M,0.57,0.45,0.14,0.9275,0.477,0.1605,0.2515,young
3667,I,0.575,0.44,0.15,0.983,0.486,0.215,0.239,young
1355,I,0.6,0.475,0.15,1.12,0.565,0.2465,0.27,young
2822,I,0.39,0.29,0.09,0.2625,0.117,0.054,0.077,young
2478,M,0.57,0.42,0.155,1.008,0.377,0.193,0.34,old
2495,M,0.4,0.305,0.13,0.2935,0.096,0.0675,0.105,young
2149,M,0.415,0.31,0.09,0.3245,0.1305,0.0735,0.115,young
3518,F,0.7,0.56,0.175,1.6605,0.8605,0.3275,0.398,young
3950,F,0.525,0.415,0.15,0.7155,0.2355,0.171,0.27,old
60,F,0.505,0.4,0.125,0.583,0.246,0.13,0.175,young
2255,M,0.65,0.495,0.18,1.793,0.8005,0.339,0.53,old
788,M,0.495,0.385,0.135,0.709,0.211,0.1375,0.262,old
889,F,0.68,0.56,0.195,1.7775,0.861,0.322,0.415,young
1118,I,0.53,0.4,0.125,0.617,0.279,0.127,0.19,young
1454,I,0.47,0.35,0.125,0.4315,0.19,0.1165,0.1175,young
288,F,0.495,0.4,0.155,0.6445,0.242,0.1325,0.205,old
4083,I,0.565,0.465,0.15,1.1815,0.581,0.2215,0.3095,young
3473,I,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,young
2805,F,0.66,0.505,0.19,1.4045,0.6255,0.3375,0.3745,young
2892,I,0.53,0.38,0.125,0.616,0.292,0.113,0.185,young
8,F,0.545,0.425,0.125,0.768,0.294,0.1495,0.26,old
1749,F,0.705,0.545,0.17,1.58,0.6435,0.4565,0.265,young
1825,I,0.185,0.135,0.04,0.027,0.0105,0.0055,0.009,young
2964,F,0.67,0.525,0.19,1.527,0.5755,0.353,0.44,old
3214,F,0.555,0.42,0.14,0.868,0.33,0.243,0.21,old
713,I,0.28,0.205,0.055,0.1135,0.045,0.0275,0.0335,young
3974,I,0.415,0.33,0.1,0.3905,0.1925,0.0755,0.1025,young
3431,I,0.325,0.24,0.075,0.152,0.065,0.0305,0.045,young
2852,F,0.635,0.51,0.185,1.286,0.526,0.295,0.4105,old
964,M,0.505,0.41,0.125,0.642,0.289,0.133,0.155,young
3988,F,0.655,0.545,0.185,1.759,0.6865,0.313,0.547,young
3634,I,0.3,0.22,0.065,0.1195,0.052,0.0155,0.035,young
3581,F,0.62,0.48,0.165,1.043,0.4835,0.221,0.31,young
2301,F,0.48,0.405,0.13,0.6375,0.277,0.1445,0.21,young
3888,F,0.56,0.44,0.155,0.9705,0.4315,0.263,0.255,young
936,I,0.45,0.345,0.11,0.47,0.2355,0.0855,0.1135,young
455,F,0.645,0.55,0.175,1.2915,0.57,0.3045,0.33,old
538,M,0.29,0.23,0.075,0.1165,0.043,0.0255,0.04,young
874,F,0.625,0.49,0.155,1.2085,0.465,0.162,0.411,young
268,M,0.35,0.275,0.11,0.2925,0.1225,0.0635,0.0905,young
3135,M,0.46,0.36,0.125,0.547,0.2165,0.1105,0.19,young
1314,M,0.55,0.43,0.15,0.8745,0.413,0.1905,0.248,young
765,F,0.61,0.47,0.145,1.153,0.403,0.296,0.32,old
545,F,0.38,0.29,0.105,0.257,0.099,0.051,0.085,young
3666,I,0.575,0.45,0.145,0.872,0.4675,0.18,0.217,young
2388,I,0.47,0.35,0.135,0.567,0.2315,0.1465,0.1525,young
3778,M,0.585,0.47,0.145,0.9565,0.4025,0.2365,0.265,young
2166,F,0.61,0.45,0.16,1.136,0.414,0.311,0.3,young
1551,I,0.385,0.3,0.09,0.308,0.1525,0.056,0.0835,young
1258,I,0.43,0.34,0.0,0.428,0.2065,0.086,0.115,young
413,F,0.58,0.46,0.12,0.9935,0.4625,0.2385,0.28,young
3720,I,0.38,0.28,0.095,0.2885,0.165,0.0435,0.067,young
2222,M,0.58,0.465,0.175,1.035,0.401,0.1865,0.385,old
3844,M,0.575,0.45,0.16,0.955,0.44,0.1685,0.27,old
400,M,0.585,0.455,0.15,0.987,0.4355,0.2075,0.31,young
3556,M,0.535,0.415,0.135,0.78,0.3165,0.169,0.2365,young
2296,F,0.52,0.415,0.145,0.8045,0.3325,0.1725,0.285,young
3527,I,0.335,0.26,0.085,0.192,0.097,0.03,0.054,young
1546,I,0.375,0.28,0.08,0.2165,0.0935,0.0925,0.07,young
93,M,0.595,0.465,0.175,1.115,0.4015,0.254,0.39,old
1524,M,0.69,0.525,0.2,1.7825,0.9165,0.3325,0.461,old
3654,I,0.53,0.425,0.13,0.781,0.3905,0.2005,0.215,young
1007,M,0.605,0.47,0.165,1.2315,0.6025,0.262,0.2925,young
2359,F,0.61,0.485,0.21,1.3445,0.535,0.2205,0.515,old
2023,F,0.53,0.43,0.15,0.741,0.325,0.1855,0.196,young
3522,I,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,young
2566,I,0.45,0.35,0.12,0.468,0.2005,0.1065,0.1325,young
126,I,0.27,0.195,0.06,0.073,0.0285,0.0235,0.03,young
2201,F,0.65,0.515,0.195,1.4005,0.5195,0.36,0.44,old
1140,F,0.575,0.47,0.165,0.869,0.435,0.197,0.238,young
920,I,0.41,0.31,0.09,0.3335,0.1635,0.061,0.091,young
3540,I,0.435,0.34,0.12,0.396,0.1775,0.081,0.125,young
4030,I,0.435,0.335,0.11,0.334,0.1355,0.0775,0.0965,young
443,F,0.505,0.425,0.14,0.85,0.275,0.1625,0.285,old
3743,F,0.695,0.525,0.205,1.8185,0.819,0.4025,0.4525,old
3132,M,0.675,0.505,0.16,1.532,0.74,0.357,0.3815,young
2578,I,0.505,0.385,0.12,0.6005,0.239,0.142,0.185,young
3095,M,0.525,0.4,0.13,0.622,0.2655,0.147,0.184,young
1054,I,0.185,0.13,0.045,0.029,0.012,0.0075,0.0095,young
225,I,0.425,0.38,0.105,0.3265,0.1285,0.0785,0.1,young
3072,F,0.655,0.455,0.17,1.2895,0.587,0.3165,0.3415,young
1649,M,0.59,0.49,0.165,1.207,0.559,0.235,0.309,young
3756,I,0.51,0.395,0.105,0.5525,0.234,0.127,0.165,young
2761,I,0.55,0.43,0.145,0.712,0.3025,0.152,0.225,young
2483,M,0.52,0.4,0.165,0.8565,0.2745,0.201,0.21,old
2227,I,0.355,0.28,0.11,0.2235,0.0815,0.0525,0.08,young
1647,I,0.58,0.445,0.125,0.7095,0.303,0.1405,0.235,young
434,M,0.545,0.42,0.14,0.7505,0.2475,0.13,0.255,old
3187,F,0.47,0.36,0.11,0.4965,0.237,0.127,0.13,young
508,M,0.585,0.455,0.225,1.055,0.3815,0.221,0.365,old
32,F,0.68,0.56,0.165,1.639,0.6055,0.2805,0.46,old
3883,F,0.67,0.545,0.16,1.5415,0.5985,0.2565,0.495,old
2378,I,0.535,0.41,0.155,0.6315,0.2745,0.1415,0.1815,old
2086,F,0.705,0.57,0.185,1.761,0.747,0.3725,0.488,young
2072,F,0.565,0.44,0.135,0.83,0.393,0.1735,0.238,young
2077,F,0.6,0.47,0.19,1.1345,0.492,0.2595,0.3375,young
199,M,0.56,0.45,0.16,0.922,0.432,0.178,0.26,old
1229,I,0.36,0.27,0.085,0.196,0.0875,0.035,0.064,young
2880,I,0.47,0.385,0.13,0.587,0.264,0.117,0.174,young
3670,I,0.585,0.46,0.14,0.7635,0.326,0.153,0.265,young
3367,M,0.28,0.21,0.065,0.0905,0.035,0.02,0.03,young
2819,I,0.36,0.27,0.09,0.232,0.12,0.0435,0.056,young
180,M,0.58,0.475,0.15,0.97,0.385,0.2165,0.35,young
2871,I,0.37,0.27,0.09,0.1855,0.07,0.0425,0.065,young
1282,I,0.5,0.38,0.135,0.594,0.2945,0.104,0.1565,young
4136,F,0.6,0.5,0.17,1.13,0.4405,0.267,0.335,young
2046,I,0.405,0.31,0.09,0.312,0.138,0.06,0.087,young
3482,I,0.465,0.345,0.105,0.4015,0.242,0.0345,0.109,young
264,I,0.245,0.195,0.06,0.095,0.0445,0.0245,0.026,young
2174,M,0.595,0.465,0.125,0.799,0.3245,0.2,0.23,young
3644,I,0.47,0.345,0.12,0.3685,0.1525,0.0615,0.125,young
719,I,0.18,0.125,0.035,0.0265,0.0095,0.0055,0.0085,young
295,M,0.6,0.495,0.195,1.0575,0.384,0.19,0.375,old
3645,I,0.475,0.365,0.105,0.4175,0.1645,0.099,0.127,young
794,M,0.575,0.45,0.165,0.9215,0.3275,0.225,0.256,old
2700,M,0.67,0.5,0.2,1.269,0.576,0.2985,0.351,young
3765,I,0.535,0.4,0.145,0.705,0.3065,0.1365,0.22,young
660,F,0.585,0.475,0.185,0.9585,0.4145,0.1615,0.33,young
1914,M,0.58,0.44,0.16,0.8295,0.3365,0.2005,0.2485,young
1607,I,0.54,0.425,0.13,0.7205,0.2955,0.169,0.225,young
495,M,0.625,0.5,0.195,1.369,0.5875,0.2185,0.37,old
105,M,0.605,0.47,0.16,1.1735,0.4975,0.2405,0.345,old
3143,I,0.215,0.165,0.055,0.059,0.0265,0.0125,0.0185,young
1650,I,0.59,0.45,0.145,1.022,0.428,0.268,0.265,young
3306,I,0.6,0.445,0.175,1.057,0.383,0.216,0.355,old
2395,I,0.625,0.46,0.16,1.2395,0.55,0.273,0.38,old
745,M,0.53,0.415,0.13,0.8425,0.275,0.1945,0.265,old
922,I,0.42,0.32,0.115,0.376,0.169,0.092,0.1,young
2467,M,0.425,0.325,0.12,0.3755,0.142,0.1065,0.105,young
2450,F,0.37,0.285,0.105,0.27,0.1125,0.0585,0.0835,young
1520,M,0.67,0.51,0.175,1.5265,0.651,0.4475,0.345,young
3592,F,0.65,0.475,0.165,1.3875,0.58,0.3485,0.3095,young
2557,I,0.38,0.285,0.085,0.237,0.115,0.0405,0.07,young
4052,M,0.625,0.5,0.175,1.0565,0.4615,0.258,0.305,young
3121,F,0.525,0.4,0.13,0.6995,0.3115,0.131,0.223,young
3458,F,0.61,0.495,0.175,1.2635,0.53,0.315,0.3455,young
1326,F,0.565,0.45,0.145,0.8495,0.4215,0.1685,0.225,young
3854,F,0.57,0.465,0.155,0.9685,0.446,0.261,0.255,young
3251,F,0.435,0.35,0.125,0.459,0.197,0.1145,0.145,young
3273,M,0.465,0.36,0.125,0.4365,0.169,0.1075,0.145,young
669,M,0.55,0.425,0.155,0.9175,0.2775,0.243,0.335,old
915,I,0.37,0.28,0.095,0.2865,0.1505,0.069,0.0795,young
1425,F,0.73,0.58,0.19,1.7375,0.6785,0.4345,0.52,young
3812,M,0.555,0.445,0.13,0.8625,0.4225,0.155,0.24,young
231,M,0.555,0.445,0.135,0.836,0.336,0.1625,0.275,old
2778,I,0.585,0.42,0.145,0.6735,0.2895,0.1345,0.22,young
1474,F,0.55,0.43,0.14,0.84,0.375,0.218,0.1945,young
3506,M,0.625,0.495,0.18,1.0815,0.4715,0.254,0.3135,young
1221,I,0.33,0.25,0.095,0.2085,0.102,0.0395,0.052,young
2751,I,0.51,0.385,0.145,0.7665,0.3985,0.14,0.1805,young
2917,M,0.595,0.47,0.155,1.2015,0.492,0.3865,0.265,young
3587,I,0.63,0.465,0.15,1.0315,0.4265,0.24,0.325,young
1989,I,0.21,0.15,0.055,0.0465,0.017,0.012,0.015,young
1100,I,0.5,0.375,0.14,0.5495,0.248,0.112,0.1585,young
3750,I,0.43,0.33,0.095,0.32,0.118,0.065,0.123,young
1321,I,0.56,0.425,0.135,0.8205,0.3715,0.185,0.236,young
1888,I,0.56,0.445,0.165,0.832,0.3455,0.179,0.279,young
2592,F,0.585,0.45,0.16,0.9045,0.405,0.2215,0.2335,young
3730,M,0.51,0.38,0.135,0.681,0.3435,0.142,0.17,young
1922,M,0.605,0.47,0.18,1.1155,0.479,0.2565,0.321,young
2764,I,0.55,0.425,0.135,0.656,0.257,0.17,0.203,young
2173,I,0.215,0.15,0.03,0.0385,0.0115,0.005,0.01,young
687,F,0.535,0.4,0.15,0.8045,0.3345,0.2125,0.21,old
3983,I,0.58,0.435,0.15,0.8915,0.363,0.1925,0.2515,young
2599,M,0.6,0.46,0.15,1.247,0.5335,0.2735,0.29,young
2795,F,0.63,0.475,0.155,1.0005,0.452,0.252,0.265,young
3694,M,0.65,0.495,0.17,1.276,0.6215,0.2305,0.399,young
607,M,0.345,0.27,0.09,0.195,0.078,0.0455,0.059,young
1784,M,0.525,0.38,0.125,0.65,0.303,0.155,0.159,young
2486,I,0.355,0.26,0.09,0.1925,0.077,0.038,0.065,young
3092,M,0.495,0.38,0.12,0.474,0.197,0.1065,0.1545,young
808,F,0.48,0.4,0.125,0.759,0.2125,0.179,0.24,old
3080,F,0.7,0.555,0.22,1.666,0.647,0.4285,0.455,young
540,F,0.375,0.29,0.115,0.2705,0.093,0.066,0.0885,young
2043,I,0.385,0.28,0.1,0.2755,0.1305,0.061,0.0725,young
1301,I,0.53,0.425,0.13,0.7675,0.419,0.1205,0.21,young
2625,M,0.765,0.585,0.18,2.398,1.128,0.512,0.5335,old
2844,M,0.6,0.45,0.16,1.142,0.539,0.225,0.307,young
89,F,0.46,0.355,0.13,0.517,0.2205,0.114,0.165,young
3328,I,0.635,0.48,0.2,1.3655,0.6255,0.2595,0.425,old
2446,M,0.5,0.38,0.135,0.5835,0.2295,0.1265,0.18,old
113,I,0.435,0.32,0.08,0.3325,0.1485,0.0635,0.105,young
4147,M,0.695,0.53,0.21,1.51,0.664,0.4095,0.385,young
1235,I,0.375,0.29,0.095,0.213,0.096,0.041,0.061,young
3818,M,0.475,0.385,0.12,0.562,0.289,0.0905,0.153,young
2137,F,0.56,0.425,0.125,0.932,0.361,0.213,0.335,young
3476,I,0.4,0.315,0.085,0.2675,0.116,0.0585,0.0765,young
2936,M,0.62,0.475,0.195,1.3585,0.5935,0.3365,0.3745,young
191,M,0.615,0.48,0.18,1.1595,0.4845,0.2165,0.325,old
3746,I,0.285,0.205,0.07,0.106,0.039,0.0285,0.034,young
3475,I,0.355,0.265,0.085,0.2435,0.122,0.0525,0.06,young
2341,F,0.59,0.47,0.17,0.9,0.355,0.1905,0.25,young
4158,M,0.475,0.36,0.14,0.5135,0.241,0.1045,0.155,young
2945,M,0.63,0.51,0.17,1.1885,0.4915,0.3065,0.348,young
1498,M,0.625,0.52,0.175,1.4105,0.691,0.322,0.3465,young
4095,M,0.63,0.53,0.175,1.4135,0.667,0.2945,0.3555,old
3925,F,0.5,0.4,0.165,0.7105,0.27,0.1455,0.225,old
3099,F,0.55,0.43,0.15,0.655,0.2635,0.122,0.221,young
3295,F,0.63,0.5,0.16,1.22,0.4905,0.3,0.345,old
3288,M,0.55,0.46,0.13,0.7085,0.305,0.1455,0.205,old
248,I,0.36,0.275,0.085,0.1975,0.0745,0.0415,0.07,young
3261,F,0.56,0.435,0.125,0.8775,0.3345,0.2145,0.29,old
3829,M,0.68,0.52,0.175,1.543,0.7525,0.351,0.374,young
3463,F,0.625,0.47,0.17,1.255,0.525,0.2415,0.405,young
1760,F,0.74,0.565,0.205,2.119,0.9655,0.5185,0.482,old
70,I,0.31,0.235,0.07,0.151,0.063,0.0405,0.045,young
2847,M,0.625,0.475,0.175,1.3405,0.656,0.283,0.337,young
2900,I,0.55,0.425,0.13,0.664,0.2695,0.163,0.21,young
2747,I,0.485,0.365,0.14,0.4475,0.1895,0.0925,0.2305,young
158,M,0.645,0.485,0.215,1.514,0.546,0.2615,0.635,old
1557,I,0.415,0.325,0.1,0.313,0.139,0.0625,0.0965,young
2159,M,0.56,0.42,0.195,0.8085,0.3025,0.1795,0.285,old
1755,M,0.72,0.55,0.205,2.125,1.1455,0.4425,0.511,old
3178,F,0.505,0.41,0.135,0.657,0.291,0.133,0.195,old
880,F,0.64,0.51,0.165,1.486,0.7595,0.332,0.321,young
1871,I,0.53,0.43,0.14,0.677,0.298,0.0965,0.23,young
1271,I,0.47,0.355,0.18,0.48,0.2055,0.105,0.1505,young
1243,I,0.385,0.29,0.09,0.2615,0.111,0.0595,0.0745,young
1257,I,0.425,0.31,0.09,0.301,0.1385,0.065,0.08,young
1759,M,0.735,0.59,0.215,1.747,0.7275,0.403,0.557,young
771,F,0.53,0.455,0.165,0.9805,0.3155,0.2815,0.2965,young
3486,I,0.485,0.37,0.115,0.637,0.38,0.1335,0.128,young
1312,I,0.55,0.43,0.145,0.7895,0.3745,0.171,0.223,young
2425,M,0.26,0.2,0.065,0.096,0.044,0.027,0.03,young
2999,F,0.635,0.51,0.17,1.2235,0.532,0.271,0.354,young
672,F,0.5,0.38,0.155,0.655,0.2405,0.143,0.205,old
3310,I,0.485,0.355,0.12,0.5085,0.21,0.122,0.135,young
366,M,0.63,0.515,0.16,1.016,0.4215,0.244,0.355,old
3034,M,0.535,0.41,0.12,0.6835,0.3125,0.1655,0.159,young
859,F,0.595,0.48,0.15,1.11,0.498,0.228,0.33,young
514,M,0.31,0.22,0.085,0.146,0.061,0.0365,0.045,young
1550,I,0.385,0.28,0.095,0.257,0.119,0.059,0.07,young
1248,I,0.395,0.305,0.105,0.284,0.1135,0.0595,0.0945,young
1517,M,0.66,0.505,0.165,1.374,0.589,0.351,0.345,young
2018,M,0.505,0.395,0.135,0.5915,0.288,0.1315,0.185,old
1794,M,0.575,0.44,0.185,1.025,0.5075,0.2245,0.2485,young
851,F,0.55,0.45,0.15,0.875,0.362,0.1755,0.2765,young
3636,I,0.37,0.275,0.095,0.257,0.1015,0.055,0.0825,young
3697,M,0.65,0.525,0.205,1.4275,0.69,0.306,0.4355,old
3805,I,0.355,0.27,0.1,0.2255,0.11,0.042,0.064,young
2654,I,0.52,0.395,0.135,0.633,0.2985,0.1295,0.175,young
2381,M,0.175,0.135,0.04,0.0305,0.011,0.0075,0.01,young
3198,I,0.31,0.235,0.075,0.1515,0.056,0.0315,0.05,young
1662,M,0.6,0.47,0.16,1.194,0.5625,0.3045,0.2635,young
1128,M,0.56,0.445,0.16,0.8965,0.42,0.2175,0.2215,young
3200,F,0.49,0.38,0.155,0.578,0.2395,0.1255,0.18,young
4114,I,0.56,0.42,0.14,0.837,0.414,0.214,0.2,young
2611,F,0.63,0.495,0.145,1.147,0.5455,0.266,0.2885,young
3296,M,0.59,0.45,0.12,0.7485,0.3345,0.1315,0.22,old
4062,M,0.62,0.465,0.145,0.911,0.375,0.2145,0.278,young
2289,I,0.33,0.265,0.09,0.18,0.068,0.036,0.06,young
845,M,0.525,0.395,0.13,0.7635,0.3375,0.1425,0.225,young
3655,I,0.53,0.42,0.14,0.6765,0.256,0.1855,0.208,young
2010,I,0.43,0.32,0.11,0.3675,0.1675,0.102,0.105,young
3078,M,0.685,0.51,0.165,1.545,0.686,0.3775,0.4055,young
3823,F,0.605,0.48,0.175,1.1685,0.4815,0.2305,0.356,young
1427,F,0.745,0.57,0.215,2.25,1.1565,0.446,0.558,young
2270,M,0.57,0.45,0.16,0.8615,0.3725,0.2175,0.255,old
549,F,0.565,0.45,0.16,0.795,0.3605,0.1555,0.23,old
1105,I,0.51,0.405,0.125,0.6795,0.3465,0.1395,0.182,young
361,M,0.605,0.49,0.18,1.227,0.48,0.287,0.35,old
892,M,0.73,0.595,0.23,2.8255,1.1465,0.419,0.897,old
3133,F,0.685,0.53,0.17,1.5105,0.7385,0.3525,0.3725,young
2574,I,0.475,0.355,0.105,0.468,0.201,0.1115,0.12,young
445,F,0.41,0.325,0.105,0.3635,0.159,0.077,0.12,young
1086,I,0.445,0.34,0.145,0.434,0.1945,0.0905,0.13,young
2991,F,0.59,0.44,0.14,1.007,0.4775,0.2105,0.2925,young
1061,I,0.265,0.195,0.055,0.084,0.0365,0.0175,0.025,young
1666,F,0.605,0.48,0.14,0.991,0.4735,0.2345,0.24,young
480,M,0.66,0.545,0.185,1.32,0.5305,0.2635,0.455,old
640,F,0.51,0.4,0.13,0.5735,0.219,0.1365,0.195,old
625,I,0.465,0.36,0.105,0.498,0.214,0.116,0.14,old
14,F,0.535,0.405,0.145,0.6845,0.2725,0.171,0.205,young
2213,F,0.595,0.495,0.235,1.366,0.5065,0.219,0.52,old
2666,F,0.575,0.48,0.15,0.897,0.4235,0.1905,0.248,young
1543,I,0.36,0.265,0.075,0.1845,0.083,0.0365,0.055,young
1378,M,0.62,0.495,0.18,1.2555,0.5765,0.254,0.355,old
3622,F,0.655,0.455,0.17,1.275,0.583,0.303,0.333,young
3992,M,0.685,0.51,0.18,1.4545,0.6315,0.3105,0.3725,young
3472,F,0.725,0.58,0.185,1.523,0.8045,0.3595,0.4375,young
3539,M,0.435,0.335,0.11,0.4385,0.2075,0.0715,0.1315,young
1626,M,0.565,0.43,0.15,0.831,0.4245,0.1735,0.219,young
3084,I,0.225,0.17,0.05,0.0515,0.019,0.012,0.017,young
3230,F,0.64,0.505,0.19,1.2765,0.4835,0.328,0.4,old
464,I,0.22,0.165,0.055,0.0545,0.0215,0.012,0.02,young
2487,F,0.49,0.4,0.145,0.6635,0.21,0.1295,0.2515,old
3358,I,0.375,0.285,0.1,0.239,0.105,0.0555,0.07,young
1168,M,0.62,0.47,0.135,1.0195,0.5315,0.2005,0.2475,young
405,I,0.44,0.345,0.12,0.365,0.1655,0.083,0.11,young
2641,I,0.465,0.355,0.105,0.442,0.2085,0.0975,0.1185,young
1437,I,0.395,0.295,0.09,0.3025,0.143,0.0665,0.0765,young
2490,M,0.49,0.39,0.135,0.592,0.242,0.096,0.1835,old
3923,I,0.525,0.4,0.14,0.6955,0.2405,0.16,0.253,young
2525,M,0.58,0.46,0.18,1.145,0.48,0.277,0.325,young
629,I,0.53,0.415,0.145,0.944,0.3845,0.185,0.265,old
609,M,0.37,0.285,0.1,0.228,0.0675,0.0675,0.081,young
2073,M,0.58,0.45,0.12,0.8685,0.418,0.1475,0.2605,young
2637,I,0.44,0.34,0.1,0.407,0.209,0.0735,0.103,young
3747,I,0.36,0.265,0.085,0.1865,0.0675,0.037,0.0615,young
3153,F,0.47,0.375,0.105,0.513,0.232,0.142,0.13,young
2409,I,0.62,0.485,0.17,1.208,0.4805,0.3045,0.33,old
133,F,0.325,0.26,0.09,0.1915,0.085,0.036,0.062,young
1,M,0.455,0.365,0.095,0.514,0.2245,0.101,0.15,old
293,M,0.61,0.475,0.165,1.116,0.428,0.2205,0.315,old
3091,M,0.46,0.355,0.14,0.491,0.207,0.115,0.174,young
3101,M,0.58,0.43,0.125,0.9115,0.446,0.2075,0.121,young
3406,I,0.34,0.25,0.075,0.1765,0.0785,0.0405,0.05,young
886,F,0.67,0.585,0.16,1.309,0.5445,0.2945,0.413,young
1875,I,0.535,0.455,0.14,1.0015,0.53,0.1765,0.244,young
3573,F,0.585,0.46,0.165,1.058,0.486,0.25,0.294,young
1879,I,0.545,0.425,0.14,0.8145,0.305,0.231,0.244,young
3111,I,0.395,0.3,0.12,0.2995,0.1265,0.068,0.0895,young
583,F,0.645,0.525,0.19,1.4635,0.6615,0.3435,0.435,old
2398,I,0.635,0.505,0.19,1.3315,0.5805,0.252,0.435,old
3155,M,0.54,0.41,0.13,0.56,0.2375,0.1065,0.175,young
881,M,0.65,0.525,0.175,1.4715,0.675,0.315,0.399,young
2944,F,0.63,0.485,0.185,1.167,0.548,0.2485,0.34,young
2543,F,0.695,0.53,0.2,2.0475,0.75,0.4195,0.6095,old
330,I,0.36,0.28,0.09,0.2255,0.0885,0.04,0.09,young
2009,I,0.425,0.315,0.095,0.3675,0.1865,0.0675,0.0985,young
53,M,0.485,0.36,0.13,0.5415,0.2595,0.096,0.16,young
1534,I,0.295,0.215,0.07,0.121,0.047,0.0155,0.0405,young
2838,F,0.58,0.445,0.135,0.95,0.484,0.182,0.2325,young
3245,F,0.69,0.555,0.205,1.8165,0.7785,0.4395,0.515,old
913,I,0.345,0.265,0.1,0.2455,0.111,0.0535,0.065,young
3508,F,0.64,0.5,0.165,1.1635,0.554,0.239,0.32,young
488,F,0.625,0.515,0.15,1.2415,0.5235,0.3065,0.36,old
2817,I,0.325,0.24,0.075,0.1525,0.072,0.0645,0.043,young
1594,I,0.525,0.38,0.135,0.615,0.261,0.159,0.175,young
3491,M,0.535,0.42,0.16,0.7465,0.348,0.1515,0.2185,young
2407,F,0.58,0.46,0.185,1.017,0.3515,0.2,0.32,young
1639,I,0.575,0.445,0.17,0.8015,0.3475,0.1465,0.25,young
1490,F,0.605,0.485,0.165,0.9515,0.4535,0.193,0.2765,young
2154,I,0.28,0.2,0.075,0.1225,0.0545,0.0115,0.035,young
1890,M,0.565,0.415,0.125,0.667,0.302,0.1545,0.185,young
4080,M,0.55,0.385,0.13,0.7275,0.343,0.1625,0.19,young
1447,I,0.44,0.34,0.105,0.369,0.164,0.08,0.1015,young
544,M,0.445,0.35,0.115,0.3615,0.1565,0.0695,0.117,young
149,I,0.175,0.13,0.055,0.0315,0.0105,0.0065,0.0125,young
2564,I,0.44,0.355,0.12,0.495,0.231,0.11,0.125,young
885,M,0.66,0.52,0.19,1.558,0.755,0.298,0.4,young
1242,I,0.38,0.27,0.08,0.2105,0.0865,0.042,0.07,young
2799,M,0.64,0.485,0.15,1.098,0.5195,0.222,0.3175,young
1771,I,0.455,0.335,0.105,0.422,0.229,0.0865,0.1,young
3668,F,0.585,0.42,0.155,1.034,0.437,0.2225,0.32,young
3054,F,0.6,0.45,0.14,0.869,0.3425,0.195,0.291,young
494,M,0.655,0.53,0.175,1.2635,0.486,0.2635,0.415,old
639,I,0.44,0.345,0.12,0.487,0.1965,0.108,0.16,old
2512,I,0.425,0.31,0.105,0.365,0.159,0.0825,0.105,young
2191,M,0.58,0.47,0.165,0.927,0.3215,0.1985,0.315,young
1150,F,0.58,0.45,0.155,0.93,0.385,0.246,0.265,young
3224,M,0.52,0.415,0.175,0.753,0.258,0.171,0.255,young
2286,I,0.42,0.33,0.1,0.352,0.1635,0.089,0.1,young
2800,M,0.64,0.495,0.17,1.139,0.5395,0.282,0.285,young
2640,I,0.46,0.37,0.12,0.5335,0.2645,0.108,0.1345,young
2677,F,0.605,0.48,0.15,1.079,0.4505,0.2835,0.293,young
924,I,0.425,0.34,0.1,0.382,0.164,0.096,0.1,young
2878,I,0.46,0.36,0.14,0.447,0.161,0.087,0.16,young
3607,F,0.51,0.375,0.11,0.5805,0.2865,0.118,0.148,young
3086,I,0.255,0.185,0.06,0.0925,0.039,0.021,0.025,young
3831,M,0.5,0.385,0.12,0.6335,0.2305,0.125,0.235,old
247,I,0.32,0.245,0.08,0.1585,0.0635,0.0325,0.05,old
